Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP00216,Ahmedabad,Antwerp,Road,Chemicals,8952,29.19,3694,40FT_HC,77.7,Peak,Carrier_A,11,190077
SHP00217,Delhi,Antwerp,Sea,Machinery,10363,29.7,4464,20FT,81.04,Normal,Carrier_C,13,80010
SHP00218,Visakhapatnam,Singapore,Air,Furniture,4644,25.16,9932,AIR_CARGO,106.4,Off_Peak,Carrier_C,11,637055
SHP00219,Kolkata,London,Air,Chemicals,1272,6,11949,AIR_CARGO,95.69,Peak,Carrier_B,13,876789
SHP00220,Kolkata,Colombo,Road,Automotive Parts,4094,16.62,2054,40FT_HC,93.12,Off_Peak,Carrier_C,7,68282
SHP00221,Pune,Hamburg,Road,General Cargo,11725,32.61,10019,40FT,94.89,Peak,Carrier_B,23,285828
SHP00222,Bengaluru,Los Angeles,Sea,Automotive Parts,12115,28.26,15791,40FT_HC,85.84,Normal,Carrier_A,33,262408
SHP00223,Ahmedabad,Los Angeles,Sea,Solar Panels,4978,15.44,4103,LCL,79.12,Peak,Carrier_D,12,52268
SHP00224,Ahmedabad,Jebel Ali,Sea,Food Products,4289,10.15,10269,LCL,107.02,Off_Peak,Carrier_E,24,66803
SHP00225,Delhi,New York,Air,Food Products,2529,11.29,12033,AIR_CARGO,92.62,Normal,Carrier_D,13,636270
SHP00226,Chennai,Shanghai,Air,General Cargo,286,1.26,5618,AIR_CARGO,109.22,Peak,Carrier_A,7,376183
SHP00227,Mumbai,Shanghai,Air,Pharmaceuticals,847,3.69,6351,AIR_CARGO,96.17,Off_Peak,Carrier_D,8,376507
SHP00228,Delhi,Shanghai,Air,Food Products,2552,11.05,4828,AIR_CARGO,87.23,Peak,Carrier_B,7,384200
SHP00229,Cochin,Los Angeles,Road,Solar Panels,12357,35.46,8327,20FT,99.2,Off_Peak,Carrier_C,21,167596
SHP00230,Cochin,New York,Road,Pharmaceuticals,12847,37.19,11474,LCL,110.74,Normal,Carrier_C,26,213677
SHP00231,Kolkata,Hamburg,Air,Chemicals,1440,6.98,11861,AIR_CARGO,114.6,Peak,Carrier_D,13,1037893
SHP00232,Chennai,Los Angeles,Sea,Automotive Parts,5290,15.62,15747,40FT,109.47,Peak,Carrier_B,33,275962
SHP00233,Mumbai,Antwerp,Road,General Cargo,2934,14.37,9821,40FT_HC,105.68,Peak,Carrier_B,23,259885
SHP00234,Kolkata,Colombo,Air,Food Products,1269,5.44,2132,AIR_CARGO,83.45,Peak,Carrier_B,4,176171
SHP00235,Cochin,Shanghai,Air,Textiles,4288,18.51,5717,AIR_CARGO,87.27,Peak,Carrier_B,8,528494
SHP00236,Bengaluru,London,Sea,Furniture,12331,28.27,11095,40FT,104.64,Peak,Carrier_C,25,234091
SHP00237,Delhi,Busan,Road,Furniture,7532,26.52,4816,LCL,83.67,Peak,Carrier_D,12,85912
SHP00238,Chennai,Rotterdam,Road,Machinery,860,4.25,11169,20FT,101.23,Normal,Carrier_C,25,144894
SHP00239,Kolkata,Busan,Road,General Cargo,4667,19.53,7431,20FT,95.9,Peak,Carrier_B,18,144194
SHP00240,Chennai,Los Angeles,Road,Textiles,1806,8.62,15947,40FT,89.82,Normal,Carrier_E,36,245788
SHP00241,Ahmedabad,Los Angeles,Sea,Furniture,16549,36.12,11269,40FT,113.99,Peak,Carrier_E,26,271672
SHP00242,Mumbai,Hamburg,Air,Machinery,1073,5.22,10376,AIR_CARGO,80.08,Peak,Carrier_C,12,535576
SHP00243,Hyderabad,Los Angeles,Sea,General Cargo,5189,15.92,16059,LCL,88.83,Off_Peak,Carrier_C,34,88122
SHP00244,Mumbai,Colombo,Sea,Machinery,5596,19.93,1593,20FT,77.75,Normal,Carrier_D,8,41450
SHP00245,Hyderabad,Busan,Air,Pharmaceuticals,3334,13.45,8342,AIR_CARGO,98.27,Off_Peak,Carrier_D,10,621735
SHP00246,Pune,Antwerp,Sea,Electronics,23152,52.97,6264,40FT_HC,89.91,Peak,Carrier_A,16,312010
SHP00247,Pune,Colombo,Road,Textiles,10895,33.89,9766,LCL,106.22,Peak,Carrier_B,23,168874
SHP00248,Cochin,Colombo,Sea,Pharmaceuticals,25537,55.65,11103,40FT_HC,108.75,Peak,Carrier_E,26,441971
SHP00249,Kolkata,Dubai,Air,Solar Panels,1319,7.05,5503,AIR_CARGO,86.26,Peak,Carrier_B,7,390725
SHP00250,Mumbai,Antwerp,Road,Food Products,3531,15.96,11033,40FT_HC,112.2,Off_Peak,Carrier_B,25,227262
SHP00251,Mumbai,Antwerp,Air,Machinery,892,3.68,9575,AIR_CARGO,104.44,Peak,Carrier_D,11,625411
SHP00252,Mumbai,Busan,Air,Electronics,809,3.31,6297,AIR_CARGO,90.03,Normal,Carrier_D,8,348879
SHP00253,Delhi,Rotterdam,Air,Solar Panels,2100,10.59,7409,AIR_CARGO,112.41,Off_Peak,Carrier_D,9,496248
SHP00254,Pune,London,Air,Machinery,4013,18.98,9967,AIR_CARGO,101.87,Normal,Carrier_A,11,691858
SHP00255,Visakhapatnam,Dubai,Sea,Pharmaceuticals,19643,36.78,6199,20FT,90.44,Normal,Carrier_A,17,169078
SHP00256,Chennai,Busan,Road,Chemicals,947,10.26,3768,40FT_HC,77.86,Peak,Carrier_C,11,100153
SHP00257,Pune,Shanghai,Sea,General Cargo,14812,34.95,4456,20FT,81.79,Normal,Carrier_A,13,102233
SHP00258,Bengaluru,Antwerp,Air,Solar Panels,2063,8.56,5568,AIR_CARGO,86.48,Peak,Carrier_E,7,423867
SHP00259,Pune,New York,Sea,Machinery,22175,48.1,13958,40FT_HC,90.28,Off_Peak,Carrier_C,31,254087
SHP00260,Delhi,Jebel Ali,Sea,Pharmaceuticals,13730,27.89,3789,40FT_HC,79.08,Off_Peak,Carrier_D,11,138718
SHP00261,Kolkata,New York,Road,General Cargo,4546,16.27,15559,40FT_HC,91.17,Normal,Carrier_D,34,295532
SHP00262,Hyderabad,Los Angeles,Sea,Food Products,19036,41.08,15030,40FT,80.75,Normal,Carrier_B,32,244624
SHP00263,Visakhapatnam,Jebel Ali,Air,Pharmaceuticals,4767,24.39,5494,AIR_CARGO,86.45,Normal,Carrier_A,7,608977
SHP00264,Pune,Los Angeles,Road,Chemicals,11949,33.94,3410,40FT_HC,76.21,Normal,Carrier_D,10,166647
SHP00265,Bengaluru,Shanghai,Air,Furniture,1943,8.45,7659,AIR_CARGO,95.16,Normal,Carrier_C,9,440817
SHP00266,Mumbai,Colombo,Sea,Chemicals,1456,11.91,1571,LCL,81.67,Peak,Carrier_B,8,26609
SHP00267,Hyderabad,Antwerp,Air,Automotive Parts,3205,13.32,5067,AIR_CARGO,84.41,Normal,Carrier_B,7,383046
SHP00268,Chennai,Dubai,Road,Solar Panels,1053,3.6,3522,LCL,102.89,Off_Peak,Carrier_A,11,39675
SHP00269,Kolkata,Shanghai,Air,Pharmaceuticals,1281,5.52,4752,AIR_CARGO,112.6,Off_Peak,Carrier_D,6,356175
SHP00270,Cochin,Antwerp,Road,Solar Panels,12705,38.84,8505,40FT,98.85,Normal,Carrier_C,20,257018
SHP00271,Bengaluru,Singapore,Sea,Furniture,3245,6.89,3558,LCL,91.41,Peak,Carrier_A,12,36387
SHP00272,Chennai,Antwerp,Sea,Electronics,5566,20.73,8689,40FT_HC,101.74,Normal,Carrier_C,22,167774
SHP00273,Chennai,Shanghai,Sea,Automotive Parts,608,9.68,5330,LCL,95.13,Normal,Carrier_A,15,41159
SHP00274,Delhi,Antwerp,Sea,Pharmaceuticals,9301,27.79,6210,20FT,88.66,Peak,Carrier_C,15,142979
SHP00275,Ahmedabad,Jebel Ali,Sea,Furniture,16822,32.59,7766,40FT_HC,95.17,Off_Peak,Carrier_A,20,172486
SHP00276,Pune,New York,Air,Pharmaceuticals,3822,17.02,13226,AIR_CARGO,96.98,Off_Peak,Carrier_E,14,865682
SHP00277,Pune,Colombo,Road,Electronics,11778,36.09,7801,LCL,94.92,Off_Peak,Carrier_E,19,112199
SHP00278,Ahmedabad,Busan,Sea,Furniture,4932,19.99,9164,LCL,103.42,Off_Peak,Carrier_E,22,64166
SHP00279,Mumbai,London,Sea,Automotive Parts,1989,9.59,9645,LCL,87.86,Normal,Carrier_C,22,62851
SHP00280,Cochin,Shanghai,Road,Machinery,13087,38.06,9517,40FT,102.6,Off_Peak,Carrier_C,22,228695
SHP00281,Visakhapatnam,Los Angeles,Sea,Electronics,7414,19.75,9114,LCL,103.26,Normal,Carrier_D,22,91965
SHP00282,Cochin,Dubai,Air,Electronics,4215,22.22,8928,AIR_CARGO,101.28,Normal,Carrier_C,10,720510
SHP00283,Cochin,Shanghai,Air,Textiles,4194,18.36,4544,AIR_CARGO,82.87,Normal,Carrier_B,6,373353
SHP00284,Pune,Colombo,Road,Textiles,10883,33.36,9773,40FT,104.95,Normal,Carrier_C,22,253284
SHP00285,Ahmedabad,Rotterdam,Air,Food Products,2943,14.71,9538,AIR_CARGO,92.37,Normal,Carrier_B,10,565917
SHP00286,Delhi,Rotterdam,Road,Automotive Parts,6521,18.87,7192,40FT_HC,90.73,Off_Peak,Carrier_D,18,158048
SHP00287,Mumbai,London,Air,Automotive Parts,810,3.82,9363,AIR_CARGO,98.16,Peak,Carrier_A,10,645859
SHP00288,Delhi,Shanghai,Air,Textiles,2515,11.03,4732,AIR_CARGO,109.84,Off_Peak,Carrier_C,7,315127
SHP00289,Chennai,New York,Air,General Cargo,489,2.17,14697,AIR_CARGO,114.8,Peak,Carrier_C,15,980768
SHP00290,Pune,Hamburg,Sea,Food Products,22856,45.7,10390,40FT_HC,82.24,Peak,Carrier_B,24,295099
SHP00291,Bengaluru,Dubai,Road,Textiles,5183,14.02,3158,40FT,75.69,Off_Peak,Carrier_A,9,68891
SHP00292,Visakhapatnam,Rotterdam,Sea,Solar Panels,26546,51.45,7148,40FT_HC,92.83,Normal,Carrier_E,17,261803
SHP00293,Mumbai,London,Air,Food Products,1099,5.11,9641,AIR_CARGO,99.09,Peak,Carrier_E,11,590394
SHP00294,Mumbai,Hamburg,Sea,Automotive Parts,7327,17.35,9682,40FT_HC,112.26,Normal,Carrier_C,24,181750
SHP00295,Cochin,Los Angeles,Sea,Chemicals,24591,51.23,11695,40FT,114.09,Normal,Carrier_A,26,358228
SHP00296,Hyderabad,Antwerp,Sea,Textiles,19866,47.08,5875,40FT_HC,87.1,Peak,Carrier_C,17,234451
SHP00297,Delhi,Hamburg,Sea,Machinery,3593,11.31,3190,LCL,75.36,Normal,Carrier_E,10,27021
SHP00298,Mumbai,Shanghai,Air,Textiles,988,4.28,6260,AIR_CARGO,114.7,Off_Peak,Carrier_A,8,356869
SHP00299,Visakhapatnam,Busan,Road,Solar Panels,13932,42.65,10373,40FT_HC,108.92,Peak,Carrier_A,24,432856
SHP00300,Mumbai,Singapore,Sea,Furniture,1571,3.46,4402,LCL,101.56,Peak,Carrier_C,13,37443
SHP00301,Cochin,Los Angeles,Road,Chemicals,12512,35.84,6659,40FT_HC,90.04,Off_Peak,Carrier_C,17,218284
SHP00302,Cochin,Jebel Ali,Air,General Cargo,4170,21.34,9482,AIR_CARGO,103.4,Peak,Carrier_A,11,825723
SHP00303,Cochin,Colombo,Air,Textiles,4142,17.65,3174,AIR_CARGO,75.93,Off_Peak,Carrier_B,5,270965
SHP00304,Hyderabad,Dubai,Sea,Automotive Parts,14039,26.53,2712,20FT,104.56,Peak,Carrier_E,10,104004
SHP00305,Chennai,Singapore,Air,Automotive Parts,310,1.67,3148,AIR_CARGO,93.93,Normal,Carrier_E,5,163879
SHP00306,Cochin,Hamburg,Air,General Cargo,4479,21.74,3731,AIR_CARGO,78.36,Off_Peak,Carrier_C,6,310747
SHP00307,Kolkata,Singapore,Air,Food Products,1550,8.42,2543,AIR_CARGO,99.44,Off_Peak,Carrier_D,4,172594
SHP00308,Pune,Jebel Ali,Air,Solar Panels,4014,20.35,8916,AIR_CARGO,101.67,Off_Peak,Carrier_A,10,630255
SHP00309,Ahmedabad,Singapore,Air,Textiles,2666,14.57,8235,AIR_CARGO,100.14,Peak,Carrier_E,10,609776
SHP00310,Visakhapatnam,Hamburg,Sea,Furniture,19312,39.95,4091,20FT,79.46,Off_Peak,Carrier_E,13,96385
SHP00311,Cochin,Colombo,Air,Electronics,4119,17.5,7256,AIR_CARGO,95.18,Normal,Carrier_B,9,603025
SHP00312,Hyderabad,Rotterdam,Air,Pharmaceuticals,3083,15.33,10558,AIR_CARGO,110.02,Off_Peak,Carrier_B,12,798695
SHP00313,Kolkata,Antwerp,Sea,Textiles,9945,28.34,3100,40FT_HC,76.08,Off_Peak,Carrier_D,11,89228
SHP00314,Cochin,Los Angeles,Air,Automotive Parts,4209,19.22,6140,AIR_CARGO,89.58,Normal,Carrier_A,8,528208
SHP00315,Ahmedabad,Busan,Road,Textiles,8922,30,4697,40FT,82.05,Peak,Carrier_D,13,160685
SHP00316,Chennai,Dubai,Road,Food Products,1415,4.87,3383,40FT_HC,95.14,Normal,Carrier_D,11,70712
SHP00317,Chennai,Singapore,Road,Pharmaceuticals,1422,3.81,3213,40FT_HC,76.71,Normal,Carrier_C,10,70115
SHP00318,Kolkata,Jebel Ali,Air,Furniture,1380,7.04,11478,AIR_CARGO,114.94,Normal,Carrier_E,12,650823
SHP00319,Hyderabad,Colombo,Sea,Solar Panels,12887,32.51,8001,20FT,98.92,Peak,Carrier_C,20,162901
SHP00320,Kolkata,Rotterdam,Road,Textiles,3764,11.43,11660,40FT,93.13,Peak,Carrier_A,27,259617
SHP00321,Mumbai,Antwerp,Road,General Cargo,3543,15.66,8563,20FT,100.64,Peak,Carrier_D,21,158289
SHP00322,Chennai,Singapore,Air,Furniture,422,2.28,3154,AIR_CARGO,96.33,Off_Peak,Carrier_A,5,148633
SHP00323,Hyderabad,Singapore,Air,Solar Panels,3355,18.13,3818,AIR_CARGO,83.96,Off_Peak,Carrier_B,6,320982
SHP00324,Hyderabad,Singapore,Air,Solar Panels,3444,18.91,3705,AIR_CARGO,89.67,Peak,Carrier_A,5,466706
SHP00325,Mumbai,Dubai,Sea,Electronics,3871,8.75,1981,20FT,111.14,Off_Peak,Carrier_E,9,33811
SHP00326,Delhi,Hamburg,Air,Automotive Parts,2395,11.61,5226,AIR_CARGO,85.33,Normal,Carrier_D,7,349777
SHP00327,Cochin,Los Angeles,Road,Electronics,13286,37.36,6430,40FT_HC,89.89,Peak,Carrier_A,16,294539
SHP00328,Pune,Jebel Ali,Air,Solar Panels,3952,20.2,6782,AIR_CARGO,93.25,Normal,Carrier_C,8,556166
SHP00329,Ahmedabad,Singapore,Sea,Automotive Parts,16398,29.91,7131,40FT,94.9,Off_Peak,Carrier_E,17,149543
SHP00330,Visakhapatnam,Hamburg,Sea,Machinery,26385,52.76,4260,40FT,80.03,Peak,Carrier_A,12,243737
SHP00331,Hyderabad,Rotterdam,Air,Textiles,3235,16.16,11306,AIR_CARGO,96.3,Normal,Carrier_C,12,671233
SHP00332,Visakhapatnam,Singapore,Sea,Furniture,18243,34.14,9533,20FT,104.57,Off_Peak,Carrier_C,23,139278
SHP00333,Mumbai,New York,Road,Food Products,3561,14.08,12467,40FT_HC,89.65,Normal,Carrier_C,29,230902
SHP00334,Ahmedabad,Colombo,Road,Chemicals,8453,27.72,2099,40FT_HC,110.09,Off_Peak,Carrier_D,8,116556
SHP00335,Kolkata,Shanghai,Sea,Machinery,9379,25.44,4551,40FT_HC,77.67,Peak,Carrier_D,13,128414
SHP00336,Bengaluru,Shanghai,Air,Automotive Parts,1791,7.74,10566,AIR_CARGO,109.53,Normal,Carrier_D,11,672406
SHP00337,Visakhapatnam,Antwerp,Road,Machinery,14742,43.82,8556,40FT_HC,100.95,Normal,Carrier_C,20,264595
SHP00338,Chennai,Antwerp,Sea,Chemicals,6007,21.09,11377,40FT_HC,110.55,Peak,Carrier_A,26,288219
SHP00339,Kolkata,London,Air,Furniture,1422,6.62,10907,AIR_CARGO,110.36,Normal,Carrier_B,12,634279
SHP00340,Bengaluru,Colombo,Sea,General Cargo,12349,31.53,5730,40FT,87.57,Peak,Carrier_D,16,158237
SHP00341,Mumbai,London,Road,Machinery,2368,9.42,9798,40FT_HC,113.84,Peak,Carrier_A,23,279033
SHP00342,Ahmedabad,Shanghai,Road,Automotive Parts,8672,27.4,10680,20FT,107.72,Peak,Carrier_C,24,244053
SHP00343,Pune,Dubai,Road,Chemicals,11859,30.87,2019,20FT,111.1,Peak,Carrier_E,8,121926
SHP00344,Kolkata,Singapore,Sea,Textiles,2155,4.14,2478,LCL,77.7,Peak,Carrier_A,10,22969
SHP00345,Mumbai,New York,Road,Furniture,2353,11.11,13565,40FT_HC,87.17,Normal,Carrier_A,31,247810
SHP00346,Delhi,London,Road,Automotive Parts,6697,20.58,6667,40FT_HC,104.22,Normal,Carrier_E,16,183552
SHP00347,Visakhapatnam,New York,Road,Machinery,14117,40.28,5581,LCL,86.2,Peak,Carrier_A,14,127438
SHP00348,Pune,Shanghai,Sea,Machinery,21324,47.56,2962,40FT,75.47,Off_Peak,Carrier_D,10,140373
SHP00349,Bengaluru,Busan,Air,Pharmaceuticals,1713,7,5522,AIR_CARGO,86.79,Normal,Carrier_A,7,412219
SHP00350,Pune,Hamburg,Road,General Cargo,10937,30.26,10443,20FT,96.46,Normal,Carrier_D,25,181096
SHP00351,Bengaluru,New York,Air,Electronics,2007,9.01,14807,AIR_CARGO,88.25,Off_Peak,Carrier_D,15,714626
SHP00352,Visakhapatnam,Busan,Road,Textiles,14000,42.47,6389,40FT,89.91,Off_Peak,Carrier_C,16,172369
SHP00353,Ahmedabad,Busan,Air,Automotive Parts,3052,12.24,6867,AIR_CARGO,91.91,Normal,Carrier_C,8,477200
SHP00354,Visakhapatnam,Colombo,Air,General Cargo,4827,20.63,5651,AIR_CARGO,86,Peak,Carrier_B,7,547518
SHP00355,Mumbai,Dubai,Air,Automotive Parts,991,5.18,1955,AIR_CARGO,83.93,Off_Peak,Carrier_A,4,127040
SHP00356,Bengaluru,Dubai,Sea,Chemicals,13393,26.29,3207,40FT_HC,107.17,Peak,Carrier_B,11,179098
SHP00357,Bengaluru,London,Road,Electronics,6208,19.06,11049,40FT,98.12,Off_Peak,Carrier_A,26,239867
SHP00358,Delhi,London,Air,Solar Panels,2490,11.75,6968,AIR_CARGO,107.29,Normal,Carrier_D,9,540308
SHP00359,Bengaluru,Antwerp,Sea,Food Products,12336,32.61,4399,40FT_HC,80.36,Normal,Carrier_C,14,127006
SHP00360,Delhi,Rotterdam,Air,Machinery,2230,11.26,7398,AIR_CARGO,103.11,Peak,Carrier_D,9,560230
SHP00361,Hyderabad,Singapore,Sea,Automotive Parts,19299,36,3714,40FT_HC,76.56,Peak,Carrier_A,12,204179
SHP00362,Mumbai,Dubai,Road,Pharmaceuticals,2410,6.81,2015,20FT,76.82,Peak,Carrier_D,7,49600
SHP00363,Kolkata,Los Angeles,Road,Textiles,4949,16.63,9734,40FT_HC,104.87,Normal,Carrier_B,23,226543
SHP00364,Pune,New York,Air,Automotive Parts,3932,17.63,13538,AIR_CARGO,108.07,Off_Peak,Carrier_B,14,846589
SHP00365,Pune,Singapore,Road,Pharmaceuticals,11214,28.24,4618,20FT,76.51,Peak,Carrier_D,12,153768
SHP00366,Cochin,Hamburg,Road,Solar Panels,12024,32.74,9988,40FT_HC,106.62,Peak,Carrier_A,23,395162
SHP00367,Ahmedabad,Rotterdam,Sea,Pharmaceuticals,17896,35.79,10015,40FT_HC,100.53,Normal,Carrier_D,24,288161
SHP00368,Cochin,Los Angeles,Road,Automotive Parts,12419,35.71,8486,40FT,101.25,Normal,Carrier_A,21,264088
SHP00369,Delhi,Antwerp,Sea,General Cargo,14360,36.67,6110,40FT,89.1,Normal,Carrier_D,17,154072
SHP00370,Bengaluru,Hamburg,Sea,Textiles,3186,10.26,7284,LCL,92.74,Peak,Carrier_B,18,60967
SHP00371,Hyderabad,Dubai,Road,Electronics,10089,25.97,2711,40FT,94.11,Peak,Carrier_D,8,155816
SHP00372,Delhi,Antwerp,Road,Food Products,6843,24.04,3688,40FT_HC,78.54,Normal,Carrier_A,11,111958
SHP00373,Bengaluru,Antwerp,Sea,Machinery,2935,15.95,7088,LCL,92.56,Normal,Carrier_E,18,51678
SHP00374,Bengaluru,Dubai,Road,Machinery,5424,14.77,3121,40FT,83.33,Normal,Carrier_C,9,81784
SHP00375,Hyderabad,Rotterdam,Sea,Chemicals,18663,36.98,10754,40FT,77.48,Normal,Carrier_D,25,241523
SHP00376,Mumbai,London,Road,Electronics,3000,10.94,9684,40FT_HC,85,Peak,Carrier_B,22,245163
SHP00377,Mumbai,Los Angeles,Air,Food Products,797,3.61,14808,AIR_CARGO,101.03,Peak,Carrier_C,15,874733
SHP00378,Hyderabad,Antwerp,Sea,Chemicals,19461,45.79,6449,40FT,91.8,Off_Peak,Carrier_E,18,193025
SHP00379,Ahmedabad,Los Angeles,Sea,Food Products,16639,37.09,11723,40FT_HC,112.96,Off_Peak,Carrier_C,26,227848
SHP00380,Mumbai,Busan,Air,Automotive Parts,1029,4.13,10204,AIR_CARGO,107.11,Off_Peak,Carrier_C,12,541092
SHP00381,Visakhapatnam,London,Sea,Food Products,27793,56.06,3882,40FT_HC,78.86,Off_Peak,Carrier_D,12,188234
SHP00382,Hyderabad,Rotterdam,Air,Machinery,3167,15.75,10600,AIR_CARGO,77.1,Normal,Carrier_C,12,532870
SHP00383,Kolkata,Dubai,Road,Textiles,4276,11.87,9279,40FT_HC,102.42,Off_Peak,Carrier_D,22,177226
SHP00384,Ahmedabad,Rotterdam,Sea,General Cargo,4610,12.24,10017,LCL,78.21,Normal,Carrier_D,23,62766
SHP00385,Hyderabad,Busan,Road,Textiles,10212,32.92,11756,40FT,112.24,Peak,Carrier_D,26,362520
SHP00386,Pune,London,Sea,Pharmaceuticals,21829,45.43,9963,40FT_HC,88.96,Normal,Carrier_C,24,308861
SHP00387,Chennai,Shanghai,Road,Textiles,1304,9.05,5869,40FT,101.04,Off_Peak,Carrier_E,14,99026
SHP00388,Chennai,Busan,Road,Machinery,1836,12.44,10492,20FT,108.36,Peak,Carrier_C,24,186173
SHP00389,Kolkata,Singapore,Air,Furniture,1123,6.13,2459,AIR_CARGO,82.09,Normal,Carrier_A,4,155490
SHP00390,Chennai,London,Sea,Furniture,2394,10.12,10816,20FT,91.96,Normal,Carrier_B,26,91789
SHP00391,Delhi,Antwerp,Sea,Pharmaceuticals,14025,36.41,6825,40FT_HC,92.3,Off_Peak,Carrier_E,17,186421
SHP00392,Kolkata,Singapore,Sea,Solar Panels,2603,4.8,2661,LCL,99.5,Peak,Carrier_B,10,31338
SHP00393,Ahmedabad,Hamburg,Road,Chemicals,8653,24.33,4658,40FT_HC,82.14,Off_Peak,Carrier_C,13,146554
SHP00394,Ahmedabad,Singapore,Air,General Cargo,2621,14.42,9312,AIR_CARGO,102.26,Peak,Carrier_C,11,705234
SHP00395,Kolkata,Los Angeles,Air,General Cargo,1220,5.55,11799,AIR_CARGO,112.23,Peak,Carrier_A,13,848946
SHP00396,Chennai,Singapore,Road,Electronics,968,3.01,3287,40FT_HC,85.2,Off_Peak,Carrier_E,10,55532
SHP00397,Hyderabad,New York,Air,Textiles,3406,15.08,5301,AIR_CARGO,85.29,Normal,Carrier_B,7,371304
SHP00398,Chennai,Rotterdam,Road,Textiles,1845,6.65,10674,20FT,113.16,Normal,Carrier_E,24,157630
SHP00399,Bengaluru,Shanghai,Road,Solar Panels,5636,19.61,5178,20FT,84.54,Peak,Carrier_A,14,120312
SHP00400,Ahmedabad,Jebel Ali,Sea,Pharmaceuticals,17216,33.69,11031,40FT,110.4,Peak,Carrier_B,26,347237
SHP00401,Pune,London,Sea,Electronics,22209,46.11,9749,40FT_HC,108.48,Peak,Carrier_E,22,351561
SHP00402,Cochin,Colombo,Sea,Machinery,25274,55.8,9604,40FT_HC,103.88,Off_Peak,Carrier_E,23,239598
SHP00403,Hyderabad,New York,Air,Machinery,3521,15.54,11271,AIR_CARGO,112.52,Normal,Carrier_D,12,775262
SHP00404,Hyderabad,Antwerp,Road,Machinery,9297,30.38,3560,LCL,78.25,Peak,Carrier_E,11,74538
SHP00405,Cochin,Los Angeles,Road,Machinery,12924,36.97,11278,40FT,112.4,Off_Peak,Carrier_D,26,263030
SHP00406,Cochin,Colombo,Road,Machinery,12514,37.41,8609,LCL,101.71,Off_Peak,Carrier_D,21,116352
SHP00407,Mumbai,Colombo,Air,Solar Panels,1011,4.33,1595,AIR_CARGO,78.74,Peak,Carrier_B,4,141544
SHP00408,Hyderabad,Shanghai,Road,General Cargo,9289,29.2,5575,40FT_HC,83.01,Peak,Carrier_B,14,189493
SHP00409,Delhi,Antwerp,Road,Chemicals,7190,25,7490,40FT,96.13,Off_Peak,Carrier_B,19,188087
SHP00410,Cochin,London,Sea,Automotive Parts,16637,35.61,6319,20FT,88.6,Peak,Carrier_E,16,150546
SHP00411,Pune,London,Sea,Electronics,6181,17.04,9932,LCL,98.2,Normal,Carrier_D,23,89824
SHP00412,Visakhapatnam,Hamburg,Road,Machinery,14264,38.57,9720,40FT,105.06,Peak,Carrier_C,23,322068
SHP00413,Ahmedabad,New York,Road,Automotive Parts,9064,27.57,8348,20FT,100.36,Normal,Carrier_C,20,164145
SHP00414,Pune,Hamburg,Sea,Machinery,21655,43.74,10704,40FT_HC,75.33,Off_Peak,Carrier_C,25,200541
SHP00415,Cochin,Dubai,Sea,Chemicals,24442,45.55,11860,40FT_HC,114.34,Off_Peak,Carrier_A,26,333094
SHP00416,Mumbai,Rotterdam,Road,Chemicals,3213,10.57,9779,LCL,89.54,Off_Peak,Carrier_D,23,103840
SHP00417,Mumbai,Rotterdam,Sea,Electronics,6549,15.78,10271,40FT,80.59,Normal,Carrier_C,24,149284
SHP00418,Visakhapatnam,Shanghai,Sea,General Cargo,18991,42.97,7603,20FT,95.62,Off_Peak,Carrier_C,18,127600
SHP00419,Chennai,London,Sea,Automotive Parts,2891,10.76,10680,20FT,113.31,Peak,Carrier_C,24,138947
SHP00420,Mumbai,Hamburg,Air,Pharmaceuticals,640,3.1,9787,AIR_CARGO,94.88,Normal,Carrier_E,11,577307
SHP00421,Delhi,Shanghai,Air,General Cargo,2561,11.08,4774,AIR_CARGO,113.45,Off_Peak,Carrier_B,6,327118
SHP00422,Ahmedabad,Singapore,Road,General Cargo,8764,22.27,10484,40FT_HC,106.43,Off_Peak,Carrier_D,24,229958
SHP00423,Hyderabad,Dubai,Sea,General Cargo,19336,36.28,2868,40FT,85.03,Normal,Carrier_D,10,141107
SHP00424,Kolkata,Los Angeles,Road,Food Products,4419,15.45,10642,40FT_HC,107.86,Normal,Carrier_C,25,246346
SHP00425,Bengaluru,Shanghai,Road,Electronics,6252,21.23,4703,20FT,83.41,Off_Peak,Carrier_E,13,83027
SHP00426,Pune,Singapore,Road,Furniture,11902,30.05,4277,40FT_HC,89.24,Normal,Carrier_A,11,160417
SHP00427,Kolkata,New York,Air,General Cargo,1517,6.76,14186,AIR_CARGO,109.74,Peak,Carrier_D,14,966372
SHP00428,Chennai,Antwerp,Air,Food Products,520,2.16,8430,AIR_CARGO,98.34,Normal,Carrier_A,10,435192
SHP00429,Kolkata,London,Sea,Chemicals,2174,9.09,11708,LCL,78.61,Normal,Carrier_A,26,79293
SHP00430,Pune,Jebel Ali,Air,Pharmaceuticals,3873,20.08,9973,AIR_CARGO,107.74,Peak,Carrier_D,11,1057068
SHP00431,Visakhapatnam,Busan,Sea,Furniture,25603,57.73,9921,40FT_HC,107.27,Peak,Carrier_E,24,334979
